participantID,age,classif,darkMode,eyeDisorders,favColor,studyTime,testTime,test1%,test2%,test3%,test4%,shownLists,responses
-OBKAHoZHrUjDIX3cG5n,18-24,2,0,1,Seafoam Green,1,2024-11-10T08:25:02.496Z,0.00,0.00,0.00,0.00,"[['violin', 'flat', 'backpack', 'forest', 'vowel', 'crystal', 'sculpture'], ['tiger', 'wind', 'lemon', 'right', 'pistol', 'glasses', 'button'], ['yarn', 'nest', 'goodbye', 'apple', 'fountain', 'sadness', 'chimney'], ['cable', 'panther', 'saddle', 'ember', 'notebook', 'butterfly', 'grape']]","[[''], [''], [''], ['']]"
